22,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4
11,1,3,4,2,2,1,4,1,1,3,1
0
22,0,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1
26,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,3,1,2,1,3,1
14,0,2,1,2,1,2,7,3,2,1,2,1,1,1
25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
19,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2
9,1,1,1,2,1,1,12,1,4
0
14,0,3,1,1,1,1,1,6,2,1,2,2,1,4
13,1,2,1,1,2,1,5,1,2,1,1,4,4
18,1,1,1,1,1,2,2,1,2,1,1,1,1,1,5,1,2,1
20,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,1,2
19,0,1,2,1,3,2,1,1,1,1,1,2,1,2,3,1,1,1,1
